Actual,Greedy_Euclidean,A*_Euclidean,Greedy_Manhattan,A*_Manhattan
[0,1.943843842,3.70893383,1.110512495,1.2503211498260498]
[186,280,278,282,278]
[0,2.041186571,4.189256191,1.121977329,1.256577730178833]
[188,273,273,273,273]
[0,2.159231901,4.630808115,1.112797022,1.27823805809021]
[187,274,274,274,274]
[0,2.029271841,4.512654781,1.098392487,1.2791025638580322]
[192,265,265,265,265]
[0,2.037471533,4.562535524,1.067686796,1.260568618774414]
[186,258,258,258,258]
[0,1.860815048,4.024003983,1.010525227,1.1637163162231445]
[183,260,260,260,260]
[0,1.83905673,4.070718527,1.022012711,1.1867561340332031]
[189,291,291,291,291]
[0,1.620938778,2.927075148,1.070100307,1.1552619934082031]
[189,306,306,300,306]
[0,2.35728097,4.310185909,1.203439474,1.3546810150146484]
[187,283,283,283,283]
[0,1.789380789,3.525240421,1.080723047,1.2020421028137207]
[187,271,271,275,271]
[0,2.110119343,4.191557646,1.105510473,1.2188119888305664]
[178,263,263,263,263]
[0,2.012977839,3.800657749,1.049112082,1.1893467903137207]
[190,267,267,269,267]
[0,1.746950388,3.306725264,1.042414904,1.1467931270599365]
[188,279,279,281,279]
[0,1.954835176,3.796979904,1.122248173,1.256150245666504]
[184,252,257,252,257]
[0,1.847400904,3.939950705,1.004432917,1.1459333896636963]
[183,249,249,249,249]
[0,2.043984175,4.406188488,1.020463228,1.2054662704467773]
[188,259,259,259,259]
[0,1.863687992,4.249580383,1.021660328,1.1671180725097656]
[184,251,251,251,251]
[0,1.829313993,3.223083973,0.9800348282,1.0944221019744873]
[188,263,263,263,263]
[0,2.25173974,5.393996239,1.110166311,1.2882380485534668]
[187,288,284,288,284]
[0,2.402933598,5.026806116,1.183967352,1.3771135807037354]
[176,292,290,292,290]
[0,2.057518244,4.118956089,1.15266633,1.291264295578003]
[191,282,282,282,282]
[0,2.231504679,4.541526079,1.155550003,1.3080615997314453]
[188,249,249,249,249]
[0,1.892857552,3.839662075,0.9989306927,1.130814790725708]
[187,297,297,299,297]
[0,1.828138828,3.63969183,1.137965202,1.2585527896881104]
[189,280,276,280,278]
[0,1.880903244,4.133610964,1.098304749,1.2546947002410889]
[187,271,271,271,271]
[0,2.580317497,4.779957771,1.176219702,1.3101274967193604]
[183,285,285,285,285]
[0,2.044028521,3.937956333,1.140712023,1.2675652503967285]
[184,264,264,264,264]
[0,2.094744921,3.953300476,1.080379725,1.1970458030700684]
[187,283,283,283,283]
[0,1.993503332,4.263528585,1.11655283,1.2660610675811768]
[184,273,273,273,273]
[0,2.133152962,4.256949902,1.102688789,1.2457611560821533]
[183,280,280,280,280]
[0,2.082235336,4.169220924,1.115660906,1.2583250999450684]
[184,280,280,280,280]
[0,2.333789349,4.595194817,1.147084475,1.328474760055542]
[182,278,278,275,278]
[0,2.149159193,4.323223114,1.121035337,1.292461633682251]
[186,284,284,286,284]
[0,1.565011501,2.810734272,1.060256481,1.1419272422790527]
[185,259,257,259,257]
[0,1.922940016,3.559484005,1.033393383,1.1372029781341553]
[190,280,280,284,280]
[0,2.401670694,5.375026226,1.222384691,1.3753104209899902]
[184,273,273,273,273]
[0,2.263232946,4.224033356,1.128139734,1.2415907382965088]
[188,258,258,258,258]
[0,1.924604654,3.771958828,1.044869423,1.1640598773956299]
[176,276,274,276,274]
[0,2.081711054,3.265964746,1.098376274,1.1824531555175781]
[181,275,275,275,275]
[0,1.603123426,2.954257965,1.025713682,1.1430957317352295]
[191,267,267,270,267]
[0,1.588172197,2.739880085,1.017163515,1.087475299835205]
[191,267,267,269,267]
[0,1.711447954,3.413758993,1.033453941,1.1126887798309326]
[190,261,261,261,261]
[0,2.324139833,5.238080263,1.109748602,1.2676737308502197]
[185,250,250,250,250]
[0,1.605433941,3.447169304,0.9598665237,1.0813958644866943]
[190,294,294,294,294]
[0,2.2152071,4.014839649,1.160133123,1.2956712245941162]
[181,262,262,262,262]
[0,1.780509472,3.698679686,1.023530006,1.1624209880828857]
[185,254,254,254,254]
[0,2.045989275,3.746150017,1.063531876,1.1566472053527832]
[189,276,276,282,276]
[0,1.946250916,4.269326687,1.099699736,1.260662317276001]
[181,298,296,298,296]
[0,2.66579318,4.604935169,1.25417614,1.4197278022766113]
[188,272,271,271,271]
[0,1.845543385,3.793191671,1.0626688,1.2027969360351562]
[186,298,298,298,298]
[0,3.206758976,5.519441366,1.383965969,1.5063602924346924]
[189,289,283,283,283]
[0,2.613178015,4.373768568,1.174966574,1.3187236785888672]
[187,265,265,265,265]
[0,1.773012161,3.617026329,1.03408289,1.1494524478912354]
[184,283,283,283,283]
[0,2.06528616,4.185956478,1.13813138,1.2842216491699219]
[177,257,257,257,257]
[0,1.688850403,2.855133533,0.9903488159,1.070739984512329]
[192,264,264,266,264]
[0,1.792515039,3.333092928,1.037263155,1.143991231918335]
[180,287,287,287,287]
[0,1.945097923,2.997381926,1.116528273,1.1893365383148193]
[187,281,279,281,279]
[0,1.854894638,3.867955208,1.092664242,1.2376468181610107]
[186,264,264,264,264]
[0,1.749382734,4.177944899,1.026268959,1.183903694152832]
[184,265,263,265,263]
[0,1.973489285,3.42620945,1.061343908,1.1553423404693604]
[181,270,270,270,270]
[0,1.84730792,3.832527161,1.059548616,1.2046785354614258]
[188,269,260,260,260]
[0,1.848908901,3.698978662,1.023294687,1.1559925079345703]
[189,250,250,250,250]
[0,1.486054659,2.675785065,0.9404041767,1.0309076309204102]
[177,264,264,264,264]
[0,1.798184395,3.407234192,1.033990145,1.131030797958374]
[181,264,264,266,264]
[0,2.124981642,4.455506802,1.106256723,1.2515618801116943]
[184,266,266,272,266]
[0,1.963381529,4.001995564,1.096805811,1.1845104694366455]
[185,250,250,250,250]
[0,1.477948904,2.704683542,0.937974453,1.0342497825622559]
[193,288,288,288,288]
[0,2.454051018,4.930731297,1.214278698,1.3799149990081787]
[189,270,270,270,270]
[0,2.338940144,5.573526382,1.143078089,1.3456470966339111]
[187,275,275,277,275]
[0,1.777605295,3.89706254,1.072859287,1.193068027496338]
[190,257,257,257,257]
[0,1.714127779,3.582060575,0.9981861115,1.1155900955200195]
[189,274,268,268,268]
[0,1.627933741,3.027173042,1.011023283,1.0951175689697266]
[192,268,268,267,268]
[0,1.841971874,3.89710331,1.052969694,1.2147271633148193]
[191,275,275,275,275]
[0,2.006194353,4.308767557,1.090315104,1.2680070400238037]
[187,294,294,296,294]
[0,1.612054348,3.401442528,1.103615761,1.209214687347412]
[192,296,296,298,296]
[0,1.821359873,3.980781555,1.125073671,1.2854087352752686]
[188,291,291,291,291]
[0,1.919945717,4.094775438,1.127106667,1.27042555809021]
[192,299,295,295,295]
[0,2.408089876,4.110659122,1.21665287,1.3214600086212158]
[180,276,276,276,276]
[0,1.931514502,3.568597555,1.091180086,1.209841012954712]
[182,274,274,278,274]
[0,1.911137342,3.447113037,1.098259449,1.191560983657837]
[188,283,283,285,283]
[0,2.367833614,4.684756279,1.165893793,1.3320469856262207]
[189,299,297,299,297]
[0,1.718919992,3.103565454,1.108290434,1.2041962146759033]
[187,288,286,293,286]
[0,1.999696016,3.949908495,1.141582251,1.2427806854248047]
[188,281,281,283,281]
[0,2.41730094,5.055296659,1.184333801,1.3318443298339844]
[189,262,263,264,263]
[0,1.599956036,2.965640783,0.9995419979,1.0833234786987305]
[190,260,260,262,260]
[0,1.432155132,2.653276443,0.9604825974,1.0272269248962402]
[190,280,280,280,280]
[0,2.676448345,6.035692453,1.22287941,1.4597678184509277]
[190,261,259,261,259]
[0,1.776602268,3.225869894,1.021029711,1.1043949127197266]
[188,250,250,250,250]
[0,2.238307238,4.558135986,1.058339119,1.1947338581085205]
[185,284,284,284,284]
[0,1.889273882,3.830332994,1.113976002,1.23832106590271]
[185,261,261,261,261]
[0,1.965876102,4.267584562,1.053827524,1.2107884883880615]
[188,253,251,253,251]
[0,1.739325762,3.716201067,0.9893379211,1.1158335208892822]
[183,260,260,260,260]
[0,1.740816116,3.128223419,0.9850718975,1.102346420288086]
[192,289,289,289,289]
[0,2.26913929,5.508013248,1.194505215,1.4029085636138916]
[192,274,274,274,274]
[0,1.884871244,4.119960308,1.076079369,1.2032310962677002]
[187,254,254,254,254]
[0,1.969560862,4.209627151,1.040416241,1.1773173809051514]
[186,294,294,294,294]
[0,2.764433622,5.301452637,1.294779778,1.4124820232391357]
[186,266,266,266,266]
[0,1.872382879,3.243510962,1.060712576,1.1368629932403564]
[185,256,256,256,256]
[0,1.570119619,3.000714779,0.9741563797,1.067371129989624]
[185,293,293,293,293]
[0,1.935111046,3.735189915,1.135280848,1.264017105102539]
[190,272,270,272,270]
[0,2.052103043,4.789275885,1.098531246,1.2631487846374512]
[185,266,266,266,266]
[0,2.19645381,4.258263588,1.08959651,1.233854055404663]
[191,265,265,268,265]
[0,1.780801058,3.870459557,1.0507164,1.1687209606170654]
[187,272,272,272,272]
[0,2.330318213,3.776007652,1.131447792,1.2472243309020996]
[181,264,264,260,264]
[0,1.805258751,3.332704544,1.014359474,1.138361930847168]
[191,291,291,291,291]
[0,1.963748217,4.162864923,1.139324903,1.280287504196167]
[192,284,284,284,284]
[0,2.417936087,4.887685537,1.17052412,1.3740625381469727]
[187,264,264,264,264]
[0,2.397256374,4.71216774,1.13703227,1.2888929843902588]
[188,277,277,277,277]
[0,2.253969908,4.828781128,1.147712946,1.3106307983398438]
[187,256,256,256,256]
[0,1.784705639,3.594954491,1.017081976,1.1237311363220215]
[187,289,287,287,287]
[0,2.461914778,5.350474358,1.213139057,1.3986549377441406]
[181,269,269,269,269]
[0,2.367345095,4.453348637,1.164708376,1.309739589691162]
[188,255,255,255,255]
[0,1.893529654,3.90174365,1.03199172,1.1782920360565186]
[185,271,271,271,271]
[0,1.793035984,3.645822048,1.053310871,1.1688666343688965]
[190,270,270,274,270]
[0,2.447469234,4.886569738,1.464514971,1.333892822265625]
[187,283,283,291,283]
[0,2.604785442,5.133810759,1.488615274,1.8532519340515137]
[189,257,257,257,257]
[0,2.482791901,3.26304698,1.205113649,1.2085790634155273]
[180,289,289,289,289]
[0,2.607640266,5.113483191,1.641742468,1.5938522815704346]
[192,261,261,261,261]
[0,2.030615091,3.849277735,1.353109121,1.6105847358703613]
[179,264,264,264,264]
[0,1.718508959,2.707295656,1.031148911,1.134399175643921]
[189,258,258,258,258]
[0,1.842074871,3.937534809,1.01221633,1.178100347518921]
[186,257,257,257,257]
[0,1.799364328,4.119376421,1.018837214,1.181117296218872]
[185,270,270,270,270]
[0,1.863707066,3.552067757,1.05086565,1.1808431148529053]
[188,289,289,291,289]
[0,2.190941572,4.395647049,1.186339855,1.3200454711914062]
[189,290,284,288,284]
[0,2.642452717,5.205765009,1.439639091,1.3815109729766846]
[179,281,281,285,281]
[0,2.208457232,3.971771002,1.180644035,1.2703206539154053]
[184,260,260,260,260]
[0,1.674757004,3.174749136,1.046261549,1.158754587173462]
[185,261,261,261,261]
[0,1.694405556,3.71249032,1.026949406,1.1589863300323486]
[189,283,279,283,279]
[0,1.825128078,3.938205481,1.103703737,1.2486927509307861]
[183,263,263,263,263]
[0,2.363301516,4.106927872,1.095635414,1.252084732055664]
[188,294,294,294,294]
[0,1.884190798,3.75316143,1.123790026,1.2606000900268555]
[184,275,275,275,275]
[0,2.292532682,3.789674997,1.144581795,1.248643159866333]
[189,294,294,294,294]
[0,2.13433814,4.197053671,1.172960281,1.3043837547302246]
[191,280,280,280,280]
[0,2.275769711,4.61247921,1.14633584,1.3088428974151611]
[189,269,269,269,269]
[0,1.801972151,3.899352312,1.050556898,1.2429087162017822]
[184,281,281,281,281]
[0,2.476867437,5.63585043,1.188294172,1.3929290771484375]
[183,259,259,259,259]
[0,1.677598476,3.240131617,1.036177635,1.1744825839996338]
[186,274,274,276,274]
[0,2.140083313,4.146766901,1.119814873,1.2609543800354004]
[179,254,254,254,254]
[0,1.691740274,3.120079279,1.004880667,1.120683193206787]
[190,276,274,278,276]
[0,1.839442253,3.528688192,1.127017021,1.2125294208526611]
[190,274,274,274,274]
[0,2.376701593,5.165783167,1.141224623,1.3360295295715332]
[191,262,262,266,262]
[0,1.816348314,3.767785788,1.129939795,1.2096786499023438]
[184,271,271,271,271]
[0,2.078834057,4.416129827,1.10808444,1.2797069549560547]
[189,255,255,255,255]
[0,2.002658367,4.860683441,1.055816412,1.246835470199585]
[190,243,243,243,243]
[0,2.024775505,4.099988699,1.021460533,1.134568691253662]
[179,252,252,252,252]
[0,1.540379286,2.511446238,0.9563205242,1.0229790210723877]
[183,254,252,254,252]
[0,1.751908541,3.785865545,1.000873804,1.1499991416931152]
[185,292,290,292,290]
[0,2.018311501,3.939091206,1.150274754,1.274038314819336]
[185,257,257,257,257]
[0,1.915303946,4.153437853,1.063481808,1.2070012092590332]
[186,256,256,260,256]
[0,1.819362879,3.302097321,1.013263941,1.1195151805877686]
[184,260,260,260,260]
[0,2.333249807,5.093634844,1.147868633,1.6498498916625977]
[188,282,282,282,282]
[0,1.95309639,3.669470549,1.100628853,1.2204604148864746]
[175,268,266,266,266]
[0,1.844147444,3.003871202,1.059847593,1.1413140296936035]
[187,295,292,291,292]
[0,2.027075768,4.295491457,1.134009123,1.293196678161621]
[176,254,254,258,254]
[0,1.461536646,2.435191154,0.9614899158,1.0213561058044434]
[191,282,282,283,282]
[0,1.897353172,3.785766363,1.100479603,1.211106777191162]
[183,258,258,258,258]
[0,2.45152092,4.569888353,1.196044683,1.2964184284210205]
[186,274,274,274,274]
[0,2.053903818,3.949351072,1.09098506,1.2117795944213867]
[179,267,267,267,267]
[0,2.498642683,4.701637268,1.144512415,1.3314521312713623]
[189,293,293,293,293]
[0,2.226278305,4.476709127,1.16955924,1.3636434078216553]
[188,274,274,274,274]
[0,2.296976566,4.678194523,1.128297806,1.3186097145080566]
[187,271,271,271,271]
[0,2.178115129,4.239914656,1.131449461,1.275486946105957]
[186,245,245,245,245]
[0,1.791921854,3.605998278,0.9860651493,1.1176068782806396]
[188,273,269,273,269]
[0,2.214569807,4.731721163,1.341564655,1.2795910835266113]
[184,275,273,275,273]
[0,1.864850283,3.841727018,1.075967312,1.207495927810669]
[181,261,261,261,261]
[0,2.125745058,3.086078644,1.098752737,1.1471643447875977]
[187,251,251,251,251]
[0,2.140930891,4.322682142,1.059370041,1.174574851989746]
[187,244,244,244,244]
[0,1.861320734,3.895520926,0.9850594997,1.1367757320404053]
[188,273,273,275,273]
[0,2.221364737,4.419097662,1.141636848,1.271043300628662]
[188,251,251,251,251]
[0,1.921284676,3.514542341,1.009645462,1.1184840202331543]
[185,275,275,275,275]
[0,1.961267948,4.079529285,1.098109484,1.2491004467010498]
[183,262,260,262,260]
[0,1.763284922,2.729744434,1.015910149,1.0843636989593506]
[176,290,290,290,290]
[0,1.798424721,2.800493717,1.104120016,1.1845881938934326]
[195,275,275,275,275]
[0,2.198148251,4.774590969,1.142155409,1.3191962242126465]
[187,278,278,280,278]
[0,1.830284357,3.391989946,1.093747854,1.2001197338104248]
[189,276,275,275,275]
[0,1.904051304,4.112687588,1.086001396,1.215273380279541]
[188,256,254,254,254]
[0,1.531353712,3.420483589,0.957321167,1.074916124343872]
[187,280,278,280,278]
[0,2.284951687,4.374788761,1.181964397,1.298433780670166]
[184,263,263,267,263]
[0,2.147582531,4.271308184,1.095882177,1.270561695098877]
[186,256,256,256,256]
[0,1.628688335,3.439086437,0.9932637215,1.108158826828003]
[187,268,268,268,268]
[0,1.985325813,4.032077551,1.080661774,1.2027435302734375]
[190,281,279,281,279]
[0,2.719596148,5.376771688,1.23571825,1.4268252849578857]
[191,258,258,258,258]
[0,1.653022766,3.583723545,0.9958603382,1.1069111824035645]
[189,270,270,270,270]
[0,1.746585846,3.534230947,1.033110857,1.155426025390625]
[188,302,300,302,300]
[0,2.293542385,5.005874872,1.232977867,1.4186174869537354]
[186,291,284,291,284]
[0,1.971181393,3.742217779,1.125253916,1.2292289733886719]
[189,259,259,259,259]
[0,1.82089448,3.749680281,1.01909709,1.161184549331665]
[187,266,266,270,266]
[0,1.846788406,3.918942928,1.078887463,1.2233426570892334]
[181,256,256,260,256]
[0,1.53257823,2.960157394,0.9834241867,1.0728161334991455]
[189,241,241,241,241]
[0,2.616868496,5.246236801,1.105682611,1.2846994400024414]
[188,273,269,273,269]
[0,1.77235651,3.373367548,1.040988445,1.1575980186462402]
[192,288,288,288,288]
[0,2.285787821,4.858808517,1.163294315,1.3755016326904297]
[189,291,291,296,291]
[0,2.088614702,4.586060524,1.185371161,1.356799840927124]
[174,298,296,300,296]
[0,2.007502079,3.207940102,1.157938719,1.2400100231170654]
[182,295,287,295,287]
[0,2.073437929,3.491421223,1.177718878,1.281451940536499]
[184,281,281,281,281]
[0,2.537254095,5.058179617,1.193539858,1.4112749099731445]
[181,274,274,274,274]
[0,2.148642063,4.265515089,1.404638529,1.2691154479980469]
[184,275,275,275,275]
[0,2.07353282,4.481706858,1.101192474,1.3232159614562988]
[188,287,287,291,287]
[0,1.901573181,3.321626425,1.123005867,1.203416109085083]
[190,265,265,265,265]
[0,2.248634577,4.918739796,1.13017416,1.3042972087860107]
[183,255,251,255,251]
[0,2.06709218,3.629307747,1.041847706,1.1323866844177246]
[182,285,285,289,285]
[0,2.146487474,4.030638456,1.142528296,1.2657718658447266]
[186,245,245,247,245]
[0,1.620016336,3.16608119,0.9499442577,1.0410866737365723]
[190,271,271,271,271]
[0,1.715187073,3.68429184,1.051108599,1.1615378856658936]
[191,292,292,292,292]
[0,2.460131645,5.986498356,1.226187229,1.6638927459716797]
[188,272,270,278,270]
[0,1.986500025,3.897732973,1.236933708,1.2389721870422363]
[184,250,250,250,250]
[0,1.580464602,3.216025591,0.9623329639,1.0808234214782715]
[190,256,256,256,256]
[0,2.242653131,5.612416506,1.073704243,1.3255047798156738]
[189,268,268,268,268]
[0,1.90641284,4.025080442,1.066833019,1.207594394683838]
[184,235,235,235,235]
[0,1.427355289,2.603065729,0.9583735466,0.9988410472869873]
[188,291,289,291,289]
[0,2.323879242,5.065367699,1.203678846,1.4010367393493652]
[186,263,263,263,263]
[0,2.145854712,4.404448271,1.11971879,1.2502517700195312]
[178,249,249,249,249]
[0,1.784640074,3.287357092,0.9864885807,1.0932188034057617]
[187,250,250,250,250]
[0,1.639549017,3.420258999,0.9691503048,1.1109344959259033]
[184,285,281,285,281]
[0,2.077418804,4.078883648,1.129995823,1.269604206085205]
[188,282,280,282,280]
[0,2.366365433,5.230761766,1.176734209,1.3530206680297852]
[187,272,272,272,272]
[0,2.661113024,5.146353006,1.144813776,1.3890161514282227]
[187,273,273,273,273]
[0,2.305580139,3.813683987,1.068621397,1.2005321979522705]
[186,288,288,288,288]
[0,2.151307821,4.090145111,1.154646873,1.2725744247436523]
[191,245,245,245,245]
[0,1.864366531,3.773737907,1.010411978,1.1230442523956299]
[186,266,266,266,266]
[0,1.887755871,4.014095306,1.047613144,1.1807172298431396]
[190,272,272,272,272]
[0,1.872965574,3.883393288,1.075191975,1.217355489730835]
[183,248,248,248,248]
[0,1.887447834,4.110240221,1.009024143,1.5360171794891357]
[188,275,275,275,275]
[0,1.815557718,3.934895992,1.099103451,1.2338697910308838]
[184,278,278,277,278]
[0,1.750335217,3.406354666,1.085686445,1.1648635864257812]
[187,248,248,248,248]
[0,1.836892366,4.040642023,0.9942734241,1.1621673107147217]
[192,279,279,281,279]
[0,2.055672884,3.779807568,1.144370079,1.2372665405273438]
[190,293,293,295,293]
[0,2.339084148,5.117192268,1.198633432,1.3807456493377686]
[190,277,277,277,277]
[0,2.210742235,4.619610548,1.119977474,1.288264274597168]
[182,284,280,284,280]
[0,1.856592655,4.13212657,1.150727272,1.2682712078094482]
[192,301,301,301,301]
[0,2.96623683,5.579289198,1.345321655,1.5328125953674316]
[188,251,251,251,251]
[0,1.733207464,3.6197083,0.9863848686,1.1137559413909912]
[188,231,231,231,231]
[0,1.593222857,3.485131741,1.020283699,1.0271718502044678]
[187,279,279,279,279]
[0,2.045168877,4.12437582,1.118518829,1.292776107788086]
[186,273,273,275,273]
[0,1.996742249,3.217245817,1.09039855,1.1697654724121094]
[184,256,256,256,256]
[0,2.45306921,4.733279943,1.311629295,1.36018967628479]
[189,253,253,253,253]
[0,2.189972639,4.68813467,1.082373381,1.2510099411010742]
[187,268,262,268,262]
[0,1.791954279,2.950458527,1.028884172,1.0992908477783203]
[186,259,259,259,259]
[0,1.832696915,4.070731401,1.02320385,1.182380199432373]
[177,273,273,273,273]
[0,1.941440105,3.315274,1.080224991,1.1773779392242432]
[184,295,295,297,295]
[0,2.237298012,4.918191433,1.222144604,1.4190566539764404]
[190,259,259,259,259]
[0,1.709350586,3.534918785,1.009304762,1.1223182678222656]
[187,294,292,294,292]
[0,2.25225687,4.94715929,1.183029652,1.3757398128509521]
[187,264,264,264,264]
[0,2.111644745,4.430975199,1.099921465,1.3152294158935547]
[188,261,261,261,261]
[0,2.111733198,4.977059364,1.090183258,1.249570369720459]
[191,269,269,269,269]
[0,2.290959597,5.653636217,1.126410723,1.4095284938812256]
[190,312,308,312,308]
[0,2.343928099,4.242566824,1.284623384,1.360637903213501]
[190,288,288,288,288]
[0,2.310485601,5.1299932,1.230173349,1.4172489643096924]
[186,281,281,281,281]
[0,1.929032087,3.352470636,1.121783257,1.2191240787506104]
[186,290,290,290,290]
[0,1.921532393,3.96757555,1.151893854,1.3584463596343994]
[178,262,262,262,262]
[0,1.597306252,2.690393209,1.051529408,1.087646245956421]
[190,261,257,261,257]
[0,2.020837545,3.698343992,1.062761784,1.1717653274536133]
[184,264,264,264,264]
[0,1.745004177,3.354895115,1.028800726,1.1312909126281738]
[185,262,262,264,262]
[0,2.203502893,4.575525999,1.111628294,1.2731802463531494]
[184,252,252,251,252]
[0,1.601840973,3.130647182,0.9657156467,1.0702471733093262]
[187,263,263,263,263]
[0,2.017766953,4.272987366,1.073227882,1.2247116565704346]
[183,267,267,267,267]
[0,2.18016386,4.512648344,1.248766899,1.4100494384765625]
[188,284,282,275,282]
[0,2.202136278,4.368920088,1.13320756,1.2617487907409668]
[181,251,251,251,251]
[0,1.756831884,3.468097448,1.000353336,1.0950946807861328]
[188,244,244,244,244]
[0,2.232239008,4.709934473,1.025768757,1.2065136432647705]
[179,263,263,263,263]
[0,2.161962986,4.217204809,1.101693869,1.2601799964904785]
[192,291,291,291,291]
[0,1.968788147,4.22103405,1.139989376,1.2832884788513184]
[186,256,256,256,256]
[0,1.659209728,3.795205116,0.9899504185,1.122450351715088]
[183,263,266,272,266]
[0,1.481149912,2.389662504,1.000431061,1.0781898498535156]
[180,283,283,283,283]
[0,2.495464563,4.817414522,1.196997643,1.3572275638580322]
[188,260,260,260,260]
[0,2.265689373,5.18507576,1.188642979,1.304260015487671]
[182,269,269,269,269]
[0,1.82810092,3.119768143,1.066818476,1.147982120513916]
[179,265,261,265,261]
[0,2.34193635,4.046248436,1.135868788,1.2557313442230225]
[189,285,283,285,283]
[0,2.20978117,4.642711163,1.164799213,1.553147315979004]
[186,275,275,275,275]
[0,2.249276161,4.500656843,1.16421771,1.3055388927459717]
[187,250,250,250,250]
[0,1.731279612,3.609542847,0.9615213871,1.091939926147461]
[188,286,286,288,286]
[0,2.354111195,4.763185024,1.204413652,1.3616828918457031]
[185,276,276,276,276]
[0,1.6442554,3.236064672,1.033142328,1.1425495147705078]
[187,276,276,276,276]
[0,1.765891075,3.49973011,1.05449152,1.1725971698760986]
[183,251,251,251,251]
[0,1.991598129,4.151436567,1.049756765,1.2005822658538818]
[185,275,275,275,275]
[0,1.98381114,3.936712742,1.095257521,1.23598051071167]
[187,268,268,274,268]
[0,1.922145605,4.042970419,1.08390069,1.2070469856262207]
[189,254,254,254,254]
[0,2.087161303,4.095029354,1.054470301,1.1757993698120117]
[190,274,274,274,274]
[0,2.107229948,4.394105673,1.097052574,1.2669494152069092]
[181,303,301,301,301]
[0,1.979733467,3.522911787,1.155982971,1.3773627281188965]
[182,271,271,275,271]
[0,1.730373859,3.187023401,1.067512035,1.1302576065063477]
[182,267,267,267,267]
[0,2.216434956,3.589181185,1.113862038,1.230515956878662]
[188,257,257,257,257]
[0,1.919431686,4.177056074,1.088402748,1.1951148509979248]
[187,250,250,250,250]
[0,2.040966749,3.935500383,1.034564018,1.1702361106872559]
[188,272,272,272,272]
[0,1.912857294,3.637758493,1.085343838,1.2805185317993164]
[190,278,278,278,278]
[0,1.772437572,3.802867413,1.078820944,1.3545708656311035]
[189,255,255,255,255]
[0,2.094946623,4.548708916,1.053692579,1.2244541645050049]
[182,281,279,281,279]
[0,2.130792379,3.171396494,1.10685277,1.1910762786865234]
[187,267,267,267,267]
[0,2.130377531,4.274554968,1.321756124,1.2467849254608154]
[187,251,251,251,251]
[0,1.658011913,3.681389332,0.991086483,1.136122465133667]
[187,270,253,253,253]
[0,2.082928419,4.252629757,1.039015055,1.1822502613067627]
[190,267,267,267,267]
[0,2.054873228,4.315318584,1.080969334,1.2349679470062256]
[183,253,253,253,253]
[0,1.907893896,4.123646021,1.002991438,1.1751835346221924]
[186,284,284,284,284]
[0,2.046667099,4.081726313,1.137651205,1.2841899394989014]
[185,262,262,262,262]
[0,1.950265646,3.850712776,1.03739953,1.1736645698547363]
[186,271,271,271,271]
[0,1.944555998,4.619956732,1.062901974,1.2566320896148682]
[185,273,273,273,273]
[0,2.231158018,3.90207243,1.123562098,1.2269749641418457]
[184,265,261,261,261]
[0,1.807717085,3.265611649,1.01215744,1.117271900177002]
[184,245,245,245,245]
[0,2.107461929,4.073394299,1.177541256,1.1380202770233154]
[186,305,305,307,305]
[0,2.223660469,3.891793251,1.196938515,1.3120272159576416]
[183,295,295,299,295]
[0,2.036542177,3.422583818,1.16606307,1.2489604949951172]
[182,279,279,279,279]
[0,2.126698256,4.536064148,1.337914705,1.7607123851776123]
[189,258,258,258,258]
[0,1.965387106,4.428397417,1.181889772,1.2156040668487549]
[186,274,274,274,274]
[0,2.502107382,6.546891689,1.183445692,1.5038728713989258]
[191,269,269,275,269]
[0,1.792629957,3.463255405,1.061441183,1.1377508640289307]
[179,242,242,242,242]
[0,1.774572134,3.322841406,0.9467196465,1.0569820404052734]
[188,263,263,263,263]
[0,1.618880987,3.3765378,1.000433683,1.0981194972991943]
[192,256,256,256,256]
[0,2.029671669,4.652950048,1.038886547,1.1921274662017822]
[185,284,284,284,284]
[0,1.728540897,3.744776011,1.081901312,1.248511791229248]
[187,266,266,266,266]
[0,1.705098867,3.530687809,1.021793842,1.1602673530578613]
[186,271,271,271,271]
[0,1.872994184,3.812678099,1.07215476,1.199120044708252]
[188,300,300,302,300]
[0,2.529091358,6.049525499,1.306403875,1.5280156135559082]
[189,297,297,297,297]
[0,2.294000626,4.47696352,1.212441444,1.3914015293121338]
[187,279,279,279,279]
[0,2.239449263,4.448864222,1.173571348,1.328732967376709]
[188,256,256,256,256]
[0,1.789274693,3.477206945,1.003254414,1.1140127182006836]
[190,285,285,285,285]
[0,2.523974657,5.822698355,1.195373058,1.4138116836547852]
[189,291,291,297,291]
[0,1.855413914,3.923288822,1.141745806,1.2454323768615723]
[184,265,265,265,265]
[0,1.934395552,3.475169897,1.068336964,1.1928045749664307]
[188,260,260,260,260]
[0,1.649795294,2.774139881,1.003482103,1.0763118267059326]
[189,245,245,245,245]
[0,1.655287743,3.187069416,0.9663324356,1.0610606670379639]
[185,265,265,267,265]
[0,1.818003654,3.824099302,1.033077717,1.1585009098052979]
[178,267,257,257,257]
[0,1.615767479,3.029203415,1.026336193,1.0950381755828857]
[187,273,273,273,273]
[0,2.771223068,5.244560242,1.264909267,1.400773525238037]
[186,247,247,247,247]
[0,1.776611328,3.926386118,1.007075548,1.1399214267730713]
[188,270,268,268,268]
[0,1.863618612,4.280545473,1.070833683,1.2567172050476074]
[187,263,263,263,263]
