Actual,Greedy_Euclidean,A*_Euclidean,Greedy_Manhattan,A*_Manhattan
[0,0.1495554447,0.1921064854,0.1174867153,0.1211540699005127]
[58,83,83,83,83]
[0,0.1243643761,0.1472499371,0.1036832333,0.10621905326843262]
[64,87,87,87,87]
[0,0.1497783661,0.1827204227,0.1134808064,0.1163790225982666]
[69,97,97,97,97]
[0,0.1501638889,0.203815937,0.1212320328,0.12534856796264648]
[63,73,73,73,73]
[0,0.1177942753,0.1463079453,0.09224414825,0.09508228302001953]
[58,80,80,80,80]
[0,0.1374087334,0.1688671112,0.1026716232,0.10657477378845215]
[66,90,90,90,90]
[0,0.143683672,0.1959984303,0.1134212017,0.1170196533203125]
[63,81,81,81,81]
[0,0.1227350235,0.1381604671,0.09979915619,0.10188031196594238]
[63,74,74,74,74]
[0,0.1410887241,0.1894221306,0.09641122818,0.10121321678161621]
[65,71,71,71,71]
[0,0.1047050953,0.1171104908,0.08764886856,0.0885155200958252]
[61,80,80,80,80]
[0,0.1337049007,0.1749098301,0.102004528,0.10563206672668457]
[61,89,89,89,89]
[0,0.1346416473,0.1541714668,0.1107923985,0.11230874061584473]
[59,86,86,86,86]
[0,0.1450810432,0.1853554249,0.1097474098,0.11408829689025879]
[65,92,92,94,92]
[0,0.1497278214,0.1925821304,0.1184620857,0.12167620658874512]
[61,74,74,74,74]
[0,0.1061592102,0.112849474,0.09225821495,0.09284305572509766]
[55,81,81,81,81]
[0,0.1237447262,0.1352474689,0.1025583744,0.10326123237609863]
[66,80,80,80,80]
[0,0.1099917889,0.1165606976,0.09888911247,0.0991060733795166]
[57,85,85,85,85]
[0,0.1317708492,0.1486077309,0.107375145,0.10767149925231934]
[66,89,89,89,89]
[0,0.1478762627,0.199105978,0.1129493713,0.11763429641723633]
[64,82,82,82,82]
[0,0.1250319481,0.159116745,0.1018381119,0.10443258285522461]
[59,82,82,82,82]
[0,0.1275143623,0.1555261612,0.103053093,0.10540628433227539]
[68,81,81,81,81]
[0,0.1253437996,0.162851572,0.101177454,0.10419511795043945]
[67,86,86,86,86]
[0,0.1343071461,0.1760189533,0.1075441837,0.11231446266174316]
[64,92,92,92,92]
[0,0.1711630821,0.2314465046,0.1206829548,0.12569093704223633]
[64,77,77,77,77]
[0,0.1174852848,0.1535100937,0.09699225426,0.10049796104431152]
[66,76,76,76,76]
[0,0.1338653564,0.169021368,0.09834241867,0.10322976112365723]
[60,94,94,94,94]
[0,0.1580047607,0.2126553059,0.1210391521,0.12593960762023926]
[63,87,87,87,87]
[0,0.1537914276,0.2270362377,0.1124186516,0.11964178085327148]
[62,89,89,89,89]
[0,0.1449291706,0.1776814461,0.1121704578,0.11524391174316406]
[61,83,83,83,83]
[0,0.1406731606,0.1711750031,0.1056153774,0.10867190361022949]
[65,84,84,84,84]
[0,0.1187098026,0.1214845181,0.1021428108,0.10262918472290039]
[63,91,89,91,89]
[0,0.1651675701,0.213050127,0.1180217266,0.11953163146972656]
[61,80,80,80,80]
[0,0.1230328083,0.139605999,0.09913063049,0.10060858726501465]
[69,96,96,96,96]
[0,0.1601881981,0.2414369583,0.1220324039,0.12820959091186523]
[58,87,87,87,87]
[0,0.1620414257,0.1783146858,0.1136548519,0.11554980278015137]
[61,103,103,103,103]
[0,0.171087265,0.2055332661,0.1305043697,0.13334107398986816]
[61,79,79,79,79]
[0,0.1483929157,0.203663826,0.1037290096,0.1103048324584961]
[61,89,89,89,89]
[0,0.1474373341,0.1835403442,0.1139354706,0.11725211143493652]
[60,87,87,87,87]
[0,0.1548845768,0.1972293854,0.1132466793,0.11710715293884277]
[65,78,78,78,78]
[0,0.1419610977,0.188117981,0.1010921001,0.1061713695526123]
[63,84,84,84,84]
[0,0.1925354004,0.240657568,0.1154277325,0.11950397491455078]
[63,98,98,98,98]
[0,0.1597120762,0.2050118446,0.1238281727,0.12798190116882324]
[61,80,80,80,80]
[0,0.1151936054,0.1199307442,0.09732794762,0.09776687622070312]
[66,94,94,94,94]
[0,0.1302754879,0.1382830143,0.1140086651,0.11503362655639648]
[58,91,91,91,91]
[0,0.1431851387,0.1715939045,0.113502264,0.11640310287475586]
[68,89,89,89,89]
[0,0.1517384052,0.2142906189,0.1141819954,0.11944031715393066]
[62,89,89,89,89]
[0,0.1430015564,0.1768095493,0.1127679348,0.11539578437805176]
[58,81,81,81,81]
[0,0.1257154942,0.142134428,0.1032342911,0.10419678688049316]
[62,74,74,74,74]
[0,0.1119701862,0.1248643398,0.09341192245,0.09464788436889648]
[63,83,83,83,83]
[0,0.1376287937,0.175773859,0.107077837,0.11048507690429688]
[68,82,82,82,82]
[0,0.129254818,0.1691317558,0.1036679745,0.10562300682067871]
[66,95,95,95,95]
[0,0.1518416405,0.2037682533,0.1203241348,0.1246800422668457]
[67,88,88,88,88]
[0,0.1474745274,0.2012917995,0.1124937534,0.11641049385070801]
[67,82,82,82,82]
[0,0.1438252926,0.1896467209,0.1057071686,0.10920238494873047]
[64,76,76,76,76]
[0,0.1235656738,0.1535246372,0.09694552422,0.1000359058380127]
[70,90,90,90,90]
[0,0.1542551517,0.2192075253,0.115814209,0.12039518356323242]
[67,95,95,95,95]
[0,0.1482703686,0.1959311962,0.1188731194,0.12267398834228516]
[56,81,81,81,81]
[0,0.1307411194,0.1522088051,0.1024048328,0.10386347770690918]
[70,89,89,89,89]
[0,0.147382021,0.2269964218,0.1134250164,0.11984729766845703]
[63,82,82,82,82]
[0,0.1338455677,0.1738605499,0.1044950485,0.1080009937286377]
[63,89,89,89,89]
[0,0.1538832188,0.1833741665,0.1136469841,0.11624383926391602]
[62,85,85,85,85]
[0,0.1309609413,0.1604590416,0.1062972546,0.10915660858154297]
[62,89,89,89,89]
[0,0.1667356491,0.2211816311,0.1159114838,0.12030172348022461]
[62,87,87,87,87]
[0,0.1476528645,0.1893641949,0.1111063957,0.11424946784973145]
[64,85,85,85,85]
[0,0.1401724815,0.1866812706,0.1086480618,0.11223840713500977]
[65,96,96,96,96]
[0,0.1530489922,0.2026054859,0.1210238934,0.12465858459472656]
[63,81,81,81,81]
[0,0.1265120506,0.156760931,0.1020078659,0.10524487495422363]
[60,85,85,85,85]
[0,0.1252748966,0.1259243488,0.1041939259,0.10489082336425781]
[62,81,81,81,81]
[0,0.1367387772,0.1802186966,0.1032595634,0.10605239868164062]
[60,79,79,79,79]
[0,0.1216027737,0.137206316,0.09877610207,0.10037565231323242]
[68,80,80,80,80]
[0,0.1538088322,0.2316243649,0.1065182686,0.11355090141296387]
[60,91,91,91,91]
[0,0.1396670341,0.1713330746,0.1135599613,0.11587238311767578]
[61,83,83,83,83]
[0,0.1298644543,0.1583740711,0.1047561169,0.10704159736633301]
[56,77,77,77,77]
[0,0.1206908226,0.1281397343,0.09599900246,0.09707069396972656]
[64,96,96,96,96]
[0,0.1562764645,0.2076046467,0.1212406158,0.1251659393310547]
[63,100,100,100,100]
[0,0.1650545597,0.2297990322,0.1267595291,0.13207149505615234]
[64,93,93,93,93]
[0,0.1441261768,0.1753480434,0.1165442467,0.11896538734436035]
[58,85,85,85,85]
[0,0.1671004295,0.2178721428,0.1133344173,0.11699986457824707]
[63,79,79,79,79]
[0,0.1227533817,0.1497988701,0.09987163544,0.1022038459777832]
[63,92,92,92,92]
[0,0.1626868248,0.2169334888,0.1199111938,0.12461352348327637]
[55,88,88,88,88]
[0,0.1464459896,0.1605234146,0.1126439571,0.11374831199645996]
[52,90,90,90,90]
[0,0.1510474682,0.1705760956,0.114533186,0.11641550064086914]
[63,85,85,85,85]
[0,0.1724338531,0.2111201286,0.1141452789,0.11768460273742676]
[64,87,87,87,87]
[0,0.1319990158,0.155888319,0.1074934006,0.10896635055541992]
[70,88,88,90,88]
[0,0.1379246712,0.1986200809,0.1131570339,0.11478877067565918]
[57,78,78,78,78]
[0,0.1164479256,0.1230974197,0.09562134743,0.09670829772949219]
[66,84,84,86,84]
[0,0.1289358139,0.1444561481,0.1067466736,0.10681748390197754]
[66,91,91,91,91]
[0,0.1482157707,0.1928334236,0.116058588,0.11977124214172363]
[62,103,103,103,103]
[0,0.1684765816,0.2162897587,0.130010128,0.13309764862060547]
[61,91,91,91,91]
[0,0.1709654331,0.2134230137,0.1191182137,0.12352943420410156]
[63,83,83,83,83]
[0,0.1441726685,0.1842415333,0.1068074703,0.1105947494506836]
[64,87,87,87,87]
[0,0.1568975449,0.2147860527,0.112975359,0.11775660514831543]
[53,84,84,84,84]
[0,0.1278820038,0.1345465183,0.1047906876,0.10618948936462402]
[62,93,93,93,93]
[0,0.1391892433,0.1709597111,0.1157033443,0.11889529228210449]
[61,87,87,87,87]
[0,0.1427884102,0.1791858673,0.1101734638,0.11215782165527344]
[64,84,84,84,84]
[0,0.1346366405,0.180138588,0.1059885025,0.10933852195739746]
[63,92,92,92,92]
[0,0.1480872631,0.1859834194,0.1152906418,0.11829137802124023]
[60,96,96,96,96]
[0,0.1622519493,0.1934559345,0.1225249767,0.12674593925476074]
[62,80,80,80,80]
[0,0.1179997921,0.1278796196,0.09886550903,0.10016846656799316]
[68,98,98,98,98]
[0,0.1844270229,0.2608308792,0.1299667358,0.13660740852355957]
[58,90,90,90,90]
[0,0.1412768364,0.1577444077,0.1132075787,0.11586117744445801]
[60,78,78,78,78]
[0,0.1340389252,0.1731343269,0.1004364491,0.10408592224121094]
[61,85,85,85,85]
[0,0.1445300579,0.1661760807,0.1073265076,0.10880398750305176]
[60,88,88,88,88]
[0,0.1317093372,0.1407954693,0.1097385883,0.11009359359741211]
[61,81,81,81,81]
[0,0.1355335712,0.1580252647,0.1035749912,0.10645747184753418]
[70,98,94,96,94]
[0,0.1690132618,0.2293958664,0.1231348515,0.12670087814331055]
[62,75,75,75,75]
[0,0.132566452,0.168261528,0.09671115875,0.10034060478210449]
[68,74,74,74,74]
[0,0.1091911793,0.1206221581,0.09151673317,0.0929880142211914]
[60,75,75,75,75]
[0,0.1045892239,0.1060950756,0.09076571465,0.09128546714782715]
[56,79,79,79,79]
[0,0.1227138042,0.1323988438,0.1001868248,0.10104513168334961]
[68,91,91,91,91]
[0,0.1543705463,0.2064170837,0.1157581806,0.12071561813354492]
[68,83,83,83,83]
[0,0.138607502,0.1816515923,0.1066849232,0.1101846694946289]
[68,82,82,82,82]
[0,0.1424052715,0.1985213757,0.1052274704,0.11016726493835449]
[57,96,96,96,96]
[0,0.1649267673,0.1856040955,0.123529911,0.1247720718383789]
[62,73,73,73,73]
[0,0.1247084141,0.160492897,0.09334039688,0.09731841087341309]
[61,87,87,87,87]
[0,0.1446158886,0.1699178219,0.1102788448,0.11266779899597168]
[68,98,98,98,98]
[0,0.1537253857,0.2068319321,0.1233801842,0.12798452377319336]
[61,76,76,76,76]
[0,0.1099526882,0.1181235313,0.09358549118,0.09467697143554688]
[69,83,83,83,83]
[0,0.1507270336,0.2140626907,0.1088969707,0.11550331115722656]
[69,94,94,94,94]
[0,0.1492156982,0.2061681747,0.1187641621,0.124481201171875]
[64,83,83,83,83]
[0,0.1268444061,0.169870615,0.1039545536,0.10709381103515625]
[61,97,97,97,97]
[0,0.1572902203,0.2092883587,0.1226921082,0.12760400772094727]
[68,84,84,84,84]
[0,0.1206138134,0.1365573406,0.10252738,0.10386228561401367]
[65,89,89,89,89]
[0,0.1659181118,0.2180063725,0.1165323257,0.12285470962524414]
[66,85,85,85,85]
[0,0.1591906548,0.2335562706,0.1122529507,0.11841821670532227]
[60,82,82,82,82]
[0,0.124920845,0.1467409134,0.1022939682,0.10426044464111328]
[64,96,96,96,96]
[0,0.179857254,0.2632575035,0.1259608269,0.1339583396911621]
[56,90,90,90,90]
[0,0.159204483,0.1662232876,0.1170241833,0.11758852005004883]
[57,95,95,95,95]
[0,0.1474516392,0.1706907749,0.1188695431,0.12168574333190918]
[70,79,79,79,79]
[0,0.1311085224,0.1827557087,0.1016154289,0.10568952560424805]
[54,87,87,87,87]
[0,0.1467733383,0.1532635689,0.112149477,0.11323070526123047]
[65,90,90,92,90]
[0,0.1359016895,0.1751339436,0.1153509617,0.11630868911743164]
[61,92,92,92,92]
[0,0.1763584614,0.2282326221,0.1207902431,0.12534117698669434]
[62,81,81,81,81]
[0,0.1206600666,0.1361224651,0.09983205795,0.10108280181884766]
[62,83,83,83,83]
[0,0.1312894821,0.1712391376,0.1045303345,0.10815024375915527]
[64,85,85,85,85]
[0,0.1665761471,0.2533967495,0.112929821,0.1207132339477539]
[65,83,83,83,83]
[0,0.1327500343,0.1640925407,0.1054477692,0.10796499252319336]
[63,79,79,79,79]
[0,0.1219203472,0.1411325932,0.09823203087,0.10043716430664062]
[67,88,88,88,88]
[0,0.1193523407,0.1235818863,0.1062602997,0.10680603981018066]
[65,82,82,82,82]
[0,0.135150671,0.1754758358,0.1048762798,0.10916948318481445]
[64,83,83,83,83]
[0,0.1367762089,0.177893877,0.106572628,0.10934019088745117]
[63,93,93,91,93]
[0,0.152582407,0.2083632946,0.1158645153,0.12258267402648926]
[62,97,97,97,97]
[0,0.1583356857,0.200356245,0.1222505569,0.12576889991760254]
[63,88,88,88,88]
[0,0.1800377369,0.2432613373,0.1185605526,0.12344145774841309]
[63,90,90,90,90]
[0,0.1614751816,0.2248344421,0.1158823967,0.1206512451171875]
[63,95,95,95,95]
[0,0.1453485489,0.1797142029,0.1195282936,0.12161922454833984]
[63,90,90,90,90]
[0,0.1426753998,0.1815404892,0.1125388145,0.11670494079589844]
[65,78,78,78,78]
[0,0.1216526031,0.1394846439,0.09723162651,0.09940624237060547]
[63,87,87,87,87]
[0,0.1656374931,0.2091662884,0.1151409149,0.11876058578491211]
[58,94,94,94,94]
[0,0.1452422142,0.1659748554,0.1173458099,0.11960005760192871]
[64,82,82,82,82]
[0,0.1371297836,0.1886632442,0.1042997837,0.10886693000793457]
[58,87,87,87,87]
[0,0.1468362808,0.1730015278,0.1101441383,0.11232686042785645]
[62,87,87,87,87]
[0,0.1543822289,0.2080717087,0.11241889,0.11728644371032715]
[58,91,91,91,91]
[0,0.1622858047,0.1804397106,0.1182079315,0.12002134323120117]
[59,90,90,90,90]
[0,0.1406524181,0.1587224007,0.1125974655,0.11467337608337402]
[67,91,91,91,91]
[0,0.1553874016,0.2184753418,0.117118597,0.1229407787322998]
[61,93,93,93,93]
[0,0.1548418999,0.1899151802,0.1173336506,0.1210334300994873]
[68,88,88,88,88]
[0,0.1350457668,0.1847894192,0.1102380753,0.11496877670288086]
[67,88,88,90,88]
[0,0.1367294788,0.1807560921,0.112475872,0.11383700370788574]
[63,89,89,89,89]
[0,0.1630263329,0.2264122963,0.1162691116,0.12195754051208496]
[66,82,82,82,82]
[0,0.1513128281,0.2239127159,0.1072156429,0.1133115291595459]
[63,86,86,86,86]
[0,0.1424150467,0.175565958,0.1092379093,0.11271834373474121]
[56,85,85,85,85]
[0,0.1407215595,0.1610629559,0.1083297729,0.11007905006408691]
[66,81,81,81,81]
[0,0.1345386505,0.1669285297,0.1033754349,0.1066291332244873]
[65,88,88,88,88]
[0,0.1443340778,0.1821153164,0.1114997864,0.1131889820098877]
[61,82,82,82,82]
[0,0.1749932766,0.2156493664,0.1109025478,0.11460113525390625]
[70,86,86,86,86]
[0,0.1402580738,0.1821353436,0.1087691784,0.1135857105255127]
[61,81,81,81,81]
[0,0.1509876251,0.1802997589,0.1061491966,0.1082448959350586]
[61,81,81,81,81]
[0,0.1299517155,0.1655499935,0.1029496193,0.10640668869018555]
[60,89,89,89,89]
[0,0.1613607407,0.1851770878,0.1147809029,0.11812853813171387]
[61,79,79,79,79]
[0,0.1408970356,0.1803450584,0.102013588,0.1061851978302002]
[61,92,92,92,92]
[0,0.1723115444,0.2175092697,0.121118784,0.12456607818603516]
[67,85,85,85,85]
[0,0.1475243568,0.1999015808,0.1087524891,0.1127781867980957]
[66,91,91,91,91]
[0,0.1526660919,0.2072434425,0.1158621311,0.11998200416564941]
[63,94,94,94,94]
[0,0.1567056179,0.2106463909,0.1195180416,0.12448835372924805]
[66,96,96,96,96]
[0,0.1633069515,0.2289919853,0.1227185726,0.12766432762145996]
[59,80,80,80,80]
[0,0.144721508,0.1892893314,0.1037857533,0.10818982124328613]
[68,92,92,94,92]
[0,0.1410415173,0.1829411983,0.1179802418,0.11922192573547363]
[66,85,85,85,85]
[0,0.1410062313,0.1989715099,0.1090266705,0.11349177360534668]
[63,88,88,88,88]
[0,0.1341154575,0.1625702381,0.1095540524,0.1120908260345459]
[62,84,84,84,84]
[0,0.1443309784,0.1746425629,0.1084439754,0.11099886894226074]
[63,79,79,79,79]
[0,0.160605669,0.2040922642,0.1067290306,0.11085271835327148]
[64,83,83,83,83]
[0,0.165910244,0.1957485676,0.1107916832,0.11346125602722168]
[61,84,84,84,84]
[0,0.1227841377,0.1360349655,0.102263689,0.10397863388061523]
[64,80,80,80,80]
[0,0.1397182941,0.2039885521,0.102722168,0.10765671730041504]
[57,98,98,98,98]
[0,0.1761624813,0.197748661,0.1264300346,0.1283555030822754]
[63,76,76,76,76]
[0,0.1273908615,0.1671950817,0.09697437286,0.10102462768554688]
[63,84,84,84,84]
[0,0.1435472965,0.1800162792,0.1079051495,0.11127519607543945]
[66,90,90,90,90]
[0,0.1328401566,0.1579813957,0.113730669,0.11446261405944824]
[59,91,91,91,91]
[0,0.154137373,0.1869895458,0.1154661179,0.11876559257507324]
[55,87,87,87,87]
[0,0.1563920975,0.1875743866,0.1119914055,0.11596918106079102]
[63,85,85,85,85]
[0,0.1543238163,0.2184000015,0.1112427711,0.11689257621765137]
[66,93,93,93,93]
[0,0.1326460838,0.1450791359,0.1133747101,0.11428952217102051]
[69,95,95,97,95]
[0,0.1682569981,0.2515132427,0.1256844997,0.13051533699035645]
[61,75,75,75,75]
[0,0.1203095913,0.1470146179,0.09566116333,0.09747838973999023]
[65,86,86,86,86]
[0,0.1405508518,0.184315443,0.1101968288,0.11368131637573242]
[58,81,81,81,81]
[0,0.1273696423,0.1495285034,0.1026961803,0.10450911521911621]
[64,94,94,96,94]
[0,0.1637649536,0.2289247513,0.1235630512,0.12656307220458984]
[70,84,84,84,84]
[0,0.1422793865,0.2097520828,0.1068124771,0.11311817169189453]
[63,83,83,83,83]
[0,0.1302554607,0.163424015,0.104789257,0.10807609558105469]
[64,84,84,84,84]
[0,0.1333508492,0.1680912971,0.105676651,0.10897135734558105]
[66,86,86,86,86]
[0,0.1705052853,0.2616069317,0.1148512363,0.12260055541992188]
[59,86,86,86,86]
[0,0.1355409622,0.1580796242,0.1081297398,0.10983109474182129]
[63,89,89,89,89]
[0,0.1410679817,0.189057827,0.1121623516,0.11701393127441406]
[61,83,83,83,83]
[0,0.1305878162,0.1504564285,0.1049962044,0.10736799240112305]
[61,86,86,86,86]
[0,0.1454432011,0.166176796,0.1097259521,0.11176156997680664]
[59,84,84,84,84]
[0,0.1540980339,0.1948423386,0.1100764275,0.11263823509216309]
[68,85,85,85,85]
[0,0.1386668682,0.1824862957,0.1076664925,0.11070013046264648]
[69,81,81,81,81]
[0,0.1325213909,0.176245451,0.1030921936,0.10784196853637695]
[60,92,92,92,92]
[0,0.1485381126,0.1790828705,0.1163132191,0.11903500556945801]
[60,92,92,92,92]
[0,0.1526217461,0.1809475422,0.1168961525,0.1196587085723877]
[63,83,83,83,83]
[0,0.1266410351,0.1382038593,0.102230072,0.1031041145324707]
[66,94,94,94,94]
[0,0.1441302299,0.1846046448,0.1179358959,0.12165474891662598]
[61,93,93,93,93]
[0,0.1560623646,0.2056133747,0.1184363365,0.1234273910522461]
[67,92,92,92,92]
[0,0.1712763309,0.2411179543,0.1207735538,0.1275956630706787]
[63,87,87,87,87]
[0,0.1306788921,0.1429982185,0.107814312,0.10855913162231445]
[63,78,78,78,78]
[0,0.1172962189,0.130877018,0.09634804726,0.09836006164550781]
[58,78,78,78,78]
[0,0.1061966419,0.1080756187,0.0956492424,0.09614753723144531]
[70,94,94,96,94]
[0,0.1533639431,0.2003338337,0.1229498386,0.12524676322937012]
[70,93,93,93,93]
[0,0.1522605419,0.2168619633,0.1189947128,0.12546420097351074]
[69,100,100,100,100]
[0,0.155534029,0.2039222717,0.1258370876,0.12958097457885742]
[65,83,83,83,83]
[0,0.1215326786,0.1398403645,0.1016948223,0.10328817367553711]
[68,94,94,94,94]
[0,0.1640586853,0.2363147736,0.121068716,0.12733173370361328]
[60,83,83,83,83]
[0,0.1552760601,0.1790764332,0.1084821224,0.11132454872131348]
[60,96,96,96,96]
[0,0.1438877583,0.1725816727,0.1205580235,0.12326669692993164]
[65,85,85,85,85]
[0,0.1283414364,0.1436908245,0.104473114,0.1058199405670166]
[68,94,94,94,94]
[0,0.1530137062,0.2099881172,0.120067358,0.12567138671875]
[59,78,78,78,78]
[0,0.1405000687,0.175409317,0.101929903,0.10531044006347656]
[70,96,96,96,96]
[0,0.141358614,0.1884753704,0.1197953224,0.12317776679992676]
[67,95,95,95,95]
[0,0.1531021595,0.2072715759,0.1194179058,0.1241445541381836]
[63,89,89,89,89]
[0,0.1542725563,0.1963431835,0.1148178577,0.11874938011169434]
[63,83,83,83,83]
[0,0.1302247047,0.1649303436,0.1048862934,0.10759830474853516]
[68,91,91,91,91]
[0,0.1574268341,0.2343776226,0.1171209812,0.12417244911193848]
[64,98,98,100,98]
[0,0.1696228981,0.2359032631,0.1279110909,0.13131999969482422]
[65,86,86,86,86]
[0,0.16015172,0.2085998058,0.1114704609,0.11699962615966797]
[58,85,85,85,85]
[0,0.1337287426,0.1528906822,0.1058375835,0.10785388946533203]
[59,78,78,78,78]
[0,0.1179950237,0.1405899525,0.0974521637,0.09984755516052246]
[62,80,80,80,80]
[0,0.1371717453,0.1744556427,0.1036424637,0.10733509063720703]
[64,84,84,84,84]
[0,0.1363441944,0.1830179691,0.1076443195,0.11182355880737305]
[61,81,81,81,81]
[0,0.135217905,0.1742517948,0.1028888226,0.10720062255859375]
[64,77,77,77,77]
[0,0.1368973255,0.1978702545,0.09904742241,0.10456132888793945]
[63,86,86,86,86]
[0,0.1535658836,0.1965141296,0.111648798,0.11535930633544922]
[60,87,87,87,87]
[0,0.1532888412,0.1914973259,0.1127479076,0.11701750755310059]
[56,81,81,81,81]
[0,0.1206462383,0.117913723,0.09920954704,0.09948039054870605]
[59,78,78,78,78]
[0,0.1206302643,0.1266174316,0.09624624252,0.09775257110595703]
[60,90,90,90,90]
[0,0.1352570057,0.1664814949,0.1123073101,0.11525583267211914]
[62,85,85,85,85]
[0,0.1458301544,0.2038094997,0.1092135906,0.11519646644592285]
[68,91,91,91,91]
[0,0.1390161514,0.1790528297,0.1131131649,0.11591124534606934]
[67,89,89,89,89]
[0,0.150881052,0.1949346066,0.1142470837,0.11870265007019043]
[59,70,70,70,70]
[0,0.1154797077,0.1365466118,0.08903193474,0.09040474891662598]
[70,98,98,98,98]
[0,0.1610512733,0.2146162987,0.1241960526,0.12893033027648926]
[59,79,79,79,79]
[0,0.1225221157,0.1476995945,0.0991268158,0.10096597671508789]
[56,76,76,76,76]
[0,0.1239905357,0.1413702965,0.09602975845,0.09860658645629883]
[70,80,80,80,80]
[0,0.1080620289,0.1193540096,0.09816503525,0.09911251068115234]
[64,100,100,100,100]
[0,0.160415411,0.198792696,0.1266696453,0.12956762313842773]
[58,94,94,94,94]
[0,0.1403243542,0.1617062092,0.1170094013,0.11921906471252441]
[64,74,74,74,74]
[0,0.1319284439,0.1811993122,0.09596657753,0.09953474998474121]
[61,84,84,84,84]
[0,0.1289265156,0.1535279751,0.1051797867,0.10750102996826172]
[60,94,94,94,94]
[0,0.1393949986,0.1565926075,0.1167325974,0.11826086044311523]
[63,79,79,79,79]
[0,0.1388514042,0.1812148094,0.1310648918,0.10576367378234863]
[64,88,88,88,88]
[0,0.1594967842,0.2341036797,0.1151816845,0.12084484100341797]
[62,80,80,80,80]
[0,0.1171472073,0.1323838234,0.09992218018,0.10094475746154785]
[69,89,89,89,89]
[0,0.1406393051,0.1923475266,0.1127490997,0.11778688430786133]
[68,86,86,86,86]
[0,0.1470677853,0.2035703659,0.1103394032,0.11432909965515137]
[63,82,82,82,82]
[0,0.1465549469,0.1976158619,0.1064972878,0.11135745048522949]
[59,86,84,86,84]
[0,0.1303579807,0.1420955658,0.1060028076,0.10549068450927734]
[63,97,97,97,97]
[0,0.1694028378,0.2406704426,0.1243419647,0.13044285774230957]
[64,84,84,84,84]
[0,0.163777113,0.2334713936,0.1116538048,0.11694836616516113]
[65,72,72,72,72]
[0,0.1245265007,0.1767673492,0.0923936367,0.09702634811401367]
[66,84,84,84,84]
[0,0.1460695267,0.198536396,0.1080873013,0.11332941055297852]
[60,93,93,93,93]
[0,0.1628711224,0.200889349,0.1197476387,0.12384796142578125]
[65,88,88,88,88]
[0,0.1648745537,0.2271933556,0.1162986755,0.12167596817016602]
[65,94,94,94,94]
[0,0.173614502,0.2415859699,0.1231751442,0.1293485164642334]
[65,90,90,90,90]
[0,0.1510915756,0.2065968513,0.1146149635,0.11844086647033691]
[66,81,81,81,81]
[0,0.1607713699,0.2190191746,0.1075413227,0.11271452903747559]
[62,91,91,91,91]
[0,0.1405425072,0.1729958057,0.1146037579,0.11740779876708984]
[60,71,71,71,71]
[0,0.1057167053,0.1145334244,0.08750939369,0.08851790428161621]
[59,80,80,80,80]
[0,0.1555850506,0.2034914494,0.1066119671,0.11084651947021484]
[59,81,81,81,81]
[0,0.1450328827,0.1740152836,0.1046259403,0.10821223258972168]
[64,88,88,88,88]
[0,0.1631429195,0.2288458347,0.1144459248,0.1193082332611084]
[59,78,78,78,78]
[0,0.1378996372,0.1743392944,0.1006340981,0.10231614112854004]
[63,84,84,84,84]
[0,0.1728920937,0.2577426434,0.1139769554,0.12116217613220215]
[61,84,84,84,84]
[0,0.1283354759,0.1597986221,0.1048400402,0.10751104354858398]
[61,85,85,85,85]
[0,0.129103899,0.1633481979,0.1056468487,0.10894107818603516]
[65,82,82,82,82]
[0,0.1252679825,0.1577382088,0.1020281315,0.10438966751098633]
[71,87,87,87,87]
[0,0.1439709663,0.1956582069,0.1110322475,0.11510801315307617]
[60,73,73,73,73]
[0,0.1094198227,0.1169905663,0.08982348442,0.0906684398651123]
[64,77,77,77,77]
[0,0.1353831291,0.1850366592,0.09954023361,0.10438942909240723]
[58,74,74,74,74]
[0,0.1158554554,0.1270167828,0.09222483635,0.09392952919006348]
[62,81,81,81,81]
[0,0.1405308247,0.1829919815,0.104180336,0.10829663276672363]
[66,90,90,90,90]
[0,0.1442790031,0.1704671383,0.1133832932,0.11660099029541016]
[71,96,96,96,96]
[0,0.1491253376,0.1956112385,0.1205220222,0.12563753128051758]
[62,73,73,73,73]
[0,0.1291410923,0.1667933464,0.09483361244,0.09868645668029785]
[67,88,88,88,88]
[0,0.1477315426,0.2043399811,0.112390995,0.11699438095092773]
[63,80,80,80,80]
[0,0.1276094913,0.1675252914,0.1007666588,0.1049489974975586]
[57,86,86,86,86]
[0,0.1389892101,0.1651320457,0.1087281704,0.11170458793640137]
[62,89,89,89,89]
[0,0.1562252045,0.2160782814,0.1151335239,0.1204996109008789]
[60,85,85,85,85]
[0,0.1371283531,0.1716156006,0.1072208881,0.11006689071655273]
[61,78,78,78,78]
[0,0.1523990631,0.2198162079,0.1032004356,0.10951519012451172]
[64,77,77,77,77]
[0,0.1188290119,0.1307845116,0.09499669075,0.09696173667907715]
[62,90,90,90,90]
[0,0.1724226475,0.2228448391,0.1182866096,0.12308239936828613]
[65,94,93,94,93]
[0,0.1501028538,0.1947793961,0.1180055141,0.12011456489562988]
[64,90,90,90,90]
[0,0.14929986,0.2000815868,0.1150617599,0.11969208717346191]
[64,84,84,84,84]
[0,0.1301579475,0.1615219116,0.1046798229,0.10647392272949219]
[66,93,93,93,93]
[0,0.1530098915,0.2051568031,0.1174423695,0.12140893936157227]
[58,98,98,98,98]
